passengerid,survived
916,0.5442125377897609
917,0.5909146248181342
918,0.582295551095235
919,0.3826078133021257
920,0.6421433590220431
921,0.5924278588907789
922,0.3885100548969565
923,0.3827552899681063
924,0.5635781818023998
925,0.3885100548969565
926,0.38108796543551565
927,0.40958560820463796
928,0.5694472567412685
929,0.5705566589432297
930,0.3833284110208118
931,0.4137956255666292
932,0.41482532019831264
933,0.3787879556492772
934,0.3877745123880351
935,0.3827552899681063
936,0.38298574444655237
937,0.37901748820024567
938,0.3827552899681063
939,0.3791644308745562
940,0.3827552899681063
941,0.3826078133021257
942,0.42418991817565144
943,0.5717129273073015
944,0.4282408156692425
945,0.391998622830395
946,0.5717129273073015
947,0.5673892614942456
948,0.4297212603919095
949,0.425226715680238
950,0.41482532019831264
951,0.3826078133021257
952,0.5756944158320849
953,0.37901748820024567
954,0.425226715680238
955,0.38298574444655237
956,0.38298574444655237
957,0.6421433590220431
958,0.3877745123880351
959,0.6421433590220431
960,0.37864106989228585
961,0.37901748820024567
962,0.41482532019831264
963,0.3833284110208118
964,0.38298574444655237
965,0.38131803620339494
966,0.4370997438560719
967,0.4189055306829693
968,0.6495217478686659
969,0.3826078133021257
970,0.5717129273073015
971,0.582295551095235
972,0.4226617216923695
973,0.3826078133021257
974,0.37864106989228585
975,0.5622002815953322
976,0.6297344522223347
977,0.5694472567412685
978,0.5779998616544648
979,0.4084258204473338
980,0.3885100548969565
981,0.37864106989228585
982,0.45678859181678777
983,0.5866446519987372
984,0.38131803620339494
985,0.5756944158320849
986,0.3877745123880351
987,0.5360060242958274
988,0.5717129273073015
989,0.5909146248181342
990,0.38131803620339494
991,0.41243093950474036
992,0.37901748820024567
993,0.5756944158320849
994,0.3826078133021257
995,0.3826078133021257
996,0.4233813360961456
997,0.38298574444655237
998,0.40879055733361247
999,0.5753462625071797
1000,0.5710317547764766
1001,0.5743528240914796
1002,0.40958560820463796
1003,0.582295551095235
1004,0.41482532019831264
1005,0.5635781818023998
1006,0.4196580677636395
1007,0.6424310143136885
1008,0.39394595202191107
1009,0.41482532019831264
1010,0.37864106989228585
1011,0.38131803620339494
1012,0.37864106989228585
1013,0.4203762918276106
1014,0.3809407347133475
1015,0.5622002815953322
1016,0.5986891541282381
1017,0.582295551095235
1018,0.37864106989228585
1019,0.3885100548969565
1020,0.3827552899681063
1021,0.4427232745103171
1022,0.3826078133021257
1023,0.5717129273073015
1024,0.3826078133021257
1025,0.4419959847657358
1026,0.3827552899681063
1027,0.3885100548969565
1028,0.5419445258041021
1029,0.37864106989228585
1030,0.40958560820463796
1031,0.4233813360961456
1032,0.424477026860574
1033,0.5450974802428518
1034,0.425226715680238
1035,0.4282408156692425
1036,0.6495217478686659
1037,0.38298574444655237
1038,0.38298574444655237
1039,0.637224149966323
1040,0.3826078133021257
1041,0.37901748820024567
1042,0.6421433590220431
1043,0.38131803620339494
1044,0.3877745123880351
1045,0.6349872380891908
1046,0.38657245677786295
1047,0.3826078133021257
1048,0.582295551095235
1049,0.4370997438560719
1050,0.3826078133021257
1051,0.6424310143136885
1052,0.6495217478686659
1053,0.3826078133021257
