passengerid,survived
916,0.6066912549622676
917,0.7478927296807227
918,0.6559125460133542
919,0.2624576305491773
920,0.8442527757475816
921,0.7510053551531469
922,0.26309828096312593
923,0.2598987169842874
924,0.5986150162967743
925,0.2621697479543437
926,0.26737191477138317
927,0.19225073420999134
928,0.5862603492875615
929,0.614568391552664
930,0.25202204409402873
931,0.323198029691936
932,0.33660269886422084
933,0.2447108706383396
934,0.2675674149248775
935,0.2598987169842874
936,0.2617330665397204
937,0.2273181167572375
938,0.2598987169842874
939,0.2431023801778669
940,0.25799313799279644
941,0.26402054577140643
942,0.3403951126942049
943,0.6318229008351084
944,0.34723174418315683
945,0.2618234126029179
946,0.6446872043325851
947,0.6556799195793904
948,0.3369467534366069
949,0.34950948403395216
950,0.33660269886422084
951,0.2624576305491773
952,0.7365091320508328
953,0.24443578808768676
954,0.331310086516155
955,0.25827198903584064
956,0.2607727649987189
957,0.8317435435528304
958,0.26848406919255535
959,0.847782085435995
960,0.24605023306245424
961,0.24443578808768676
962,0.33660269886422084
963,0.25202204409402873
964,0.2607727649987189
965,0.26826198566591647
966,0.52832344878582
967,0.20132336822147423
968,0.8568406385327253
969,0.26402054577140643
970,0.6446872043325851
971,0.6559125460133542
972,0.34045102168652597
973,0.27039953240277015
974,0.24605023306245424
975,0.5305161001913749
976,0.8366164601186811
977,0.5771338961852528
978,0.6574658605154138
979,0.25673409106672646
980,0.26502809912947134
981,0.24605023306245424
982,0.5246077590818906
983,0.740739829228638
984,0.2661750601888239
985,0.7367349419376156
986,0.26690431357658684
987,0.6046064282747062
988,0.6446872043325851
989,0.7478927296807227
990,0.2627911047903509
991,0.38402601512797757
992,0.24443578808768676
993,0.7422518162085641
994,0.27039953240277015
995,0.2605398944156963
996,0.34297818094562
997,0.26017890546991856
998,0.28967678513446465
999,0.4939034727039366
1000,0.5005200481953916
1001,0.645267426681332
1002,0.19225073420999134
1003,0.6559125460133542
1004,0.33660269886422084
1005,0.5986150162967743
1006,0.34176229390065266
1007,0.8576109534318203
1008,0.29392892899568773
1009,0.33660269886422084
1010,0.24605023306245424
1011,0.2670927365256597
1012,0.24605023306245424
1013,0.34143803739719714
1014,0.26848724285403686
1015,0.5004447349678441
1016,0.7543925500988071
1017,0.6559125460133542
1018,0.2442126868193153
1019,0.26309828096312593
1020,0.25799313799279644
1021,0.5184819840007524
1022,0.2624576305491773
1023,0.6446872043325851
1024,0.2605398944156963
1025,0.5296393486278836
1026,0.2598987169842874
1027,0.26309828096312593
1028,0.5875986232184822
1029,0.24605023306245424
1030,0.19225073420999134
1031,0.3353011388764765
1032,0.2875514490733118
1033,0.6141691078517943
1034,0.3572294344346583
1035,0.3445664880467555
1036,0.8554732578892833
1037,0.26232921560175754
1038,0.2607727649987189
1039,0.8459943874663338
1040,0.26402054577140643
1041,0.24443578808768676
1042,0.8249493114959062
1043,0.2696082696856049
1044,0.26690431357658684
1045,0.8409490309181733
1046,0.2593635446722421
1047,0.2624576305491773
1048,0.6559125460133542
1049,0.52832344878582
1050,0.2624576305491773
1051,0.8576109534318203
1052,0.855437214765155
1053,0.27039953240277015
1054,0.8457451993911681
1055,0.3519611887190494
1056,0.26017890546991856
1057,0.2598987169842874
1058,0.27039953240277015
1059,0.2624576305491773
1060,0.3519611887190494
1061,0.3190856815745666
1062,0.7556864553817557
1063,0.4149440132606772
1064,0.27039953240277015
1065,0.24443578808768676
1066,0.268076916481872
1067,0.26402054577140643
1068,0.24605023306245424
1069,0.2624576305491773
1070,0.2894437841036683
1071,0.25202204409402873
1072,0.7510287872083791
1073,0.26690431357658684
1074,0.2624576305491773
1075,0.8465645258515383
1076,0.2598987169842874
1077,0.26402054577140643
1078,0.8442910998514859
1079,0.7510287872083791
1080,0.2607727649987189
1081,0.5083617486031752
1082,0.6341975962871054
1083,0.26677767073964265
1084,0.8587554811446201
1085,0.2620902945751172
1086,0.26402054577140643
1087,0.27193922377178426
1088,0.26402054577140643
1089,0.34950948403395216
1090,0.34176229390065266
1091,0.26402054577140643
1092,0.6081383526202494
1093,0.7586799238376741
1094,0.818512539262363
1095,0.8192367405585199
1096,0.20132336822147423
1097,0.2624576305491773
1098,0.27039953240277015
1099,0.7579675744822695
1100,0.8595171819105943
1101,0.37102911984827414
1102,0.8311757915914083
1103,0.33660269886422084
1104,0.34176229390065266
1105,0.19378581027777864
1106,0.24443578808768676
1107,0.7420315938346113
1108,0.6010648552291794
1109,0.855437214765155
1110,0.3433466752989413
1111,0.26402054577140643
1112,0.27299826962604845
1113,0.2591314913886458
1114,0.23619891794989317
1115,0.5994482456249515
1116,0.26502809912947134
1117,0.2598987169842874
1118,0.27324846887958854
1119,0.5178747901493291
1120,0.24443578808768676
1121,0.27260715243070527
1122,0.8270839510653009
1123,0.27299826962604845
1124,0.3353011388764765
1125,0.26779130126095535
1126,0.3275610819133339
1127,0.3444525790622244
1128,0.25673409106672646
1129,0.2273181167572375
1130,0.7586799238376741
1131,0.6195187274454853
1132,0.26848406919255535
1133,0.2652011665577032
1134,0.6446872043325851
1135,0.26690431357658684
1136,0.2607727649987189
1137,0.8554732578892833
1138,0.2624576305491773
1139,0.2591314913886458
1140,0.2598987169842874
1141,0.26848724285403686
1142,0.34429410565120344
1143,0.847782085435995
1144,0.849059100708116
1145,0.8442527757475816
1146,0.6002327461023627
1147,0.3433466752989413
1148,0.33660269886422084
1149,0.24605023306245424
1150,0.7440161183579079
1151,0.3419489241989989
1152,0.33660269886422084
1153,0.26690431357658684
1154,0.33660269886422084
1155,0.33265157907947807
1156,0.2703090825298063
1157,0.23551272661502634
1158,0.26402054577140643
1159,0.2661750601888239
1160,0.26402054577140643
1161,0.20764873494263772
1162,0.6272139237831121
1163,0.26848406919255535
1164,0.6155635864974752
1165,0.8568406385327253
1166,0.8465645258515383
1167,0.27193922377178426
1168,0.7382282945814923
1169,0.2624576305491773
1170,0.7583954565869305
1171,0.2699775672872171
1172,0.2598987169842874
1173,0.34132462405207986
1174,0.7620185361559457
1175,0.6559125460133542
1176,0.24605023306245424
1177,0.7531091582832351
1178,0.4345874043043613
1179,0.3197959260709117
1180,0.3433466752989413
1181,0.34176229390065266
1182,0.26690431357658684
1183,0.2624576305491773
1184,0.6374512908739929
1185,0.740739829228638
1186,0.33660269886422084
1187,0.2593635446722421
1188,0.24605023306245424
1189,0.26690431357658684
1190,0.7382282945814923
1191,0.2598987169842874
1192,0.24605023306245424
1193,0.26402054577140643
1194,0.26848724285403686
1195,0.34203248287046667
1196,0.2598987169842874
1197,0.8270839510653009
1198,0.5988396714282228
1199,0.26309828096312593
1200,0.8587554811446201
1201,0.26690431357658684
1202,0.2620902945751172
1203,0.26307717555926124
1204,0.6559125460133542
1205,0.268076916481872
1206,0.2624576305491773
1207,0.2607727649987189
1208,0.5561674110901886
1209,0.2740201614085967
1210,0.27529322165007303
1211,0.7454669654554943
1212,0.3433466752989413
1213,0.2598987169842874
1214,0.7382282945814923
1215,0.26232921560175754
1216,0.2598987169842874
1217,0.7424928403749856
