passengerid,survived
916,0.7313855172925559
917,0.9071997846419807
918,0.82712047439667
919,0.08783327175845955
920,0.9719516959022272
921,0.8972451722542867
922,0.10803684423196909
923,0.0850841960923206
924,0.5017380168146438
925,0.0979555947965859
926,0.10642843527955738
927,0.04949195367677627
928,0.6335318270117978
929,0.7514576095831048
930,0.07335753338686654
931,0.1888665410792962
932,0.20517928156571644
933,0.06052586838802133
934,0.0942091174827583
935,0.0850841960923206
936,0.08762506806239008
937,0.050678217044645216
938,0.08464766010055344
939,0.04666421556933263
940,0.08873045093050291
941,0.09645425460350751
942,0.17212270729831508
943,0.7319630452272519
944,0.2954072237859721
945,0.07557337794764078
946,0.7659701788627362
947,0.7698561385615255
948,0.11218274474196709
949,0.22540299270437472
950,0.21263432782185643
951,0.09010113502299065
952,0.9372488691314131
953,0.04518639160586543
954,0.2090112666717538
955,0.08226836854840415
956,0.07760167561043405
957,0.964656794285629
958,0.10946517534443241
959,0.9759412164014499
960,0.054735591353182955
961,0.044837701645634866
962,0.22556231205143903
963,0.08209764603140546
964,0.07540890458329386
965,0.06868212505633794
966,0.7472592017304527
967,0.05462496140672906
968,0.9790025632293915
969,0.0919914401767144
970,0.7659701788627362
971,0.832824386125902
972,0.25495542393250875
973,0.09303461618640733
974,0.05875019417907942
975,0.43830378124226305
976,0.969180236638548
977,0.6406801964378125
978,0.8239121801066523
979,0.04574596374452031
980,0.11328275604327989
981,0.057486058031778184
982,0.626843993103971
983,0.8310593215786021
984,0.08771280707495252
985,0.9564318085994574
986,0.09915725468254999
987,0.6709578824341643
988,0.7621150741715881
989,0.8989541102322319
990,0.060457622141031356
991,0.2882436247973975
992,0.04738704565103015
993,0.9498467552781746
994,0.09303461618640733
995,0.08885466556211048
996,0.2367537689852393
997,0.082793342185332
998,0.10242681419965269
999,0.46679086095063715
1000,0.41629053370827923
1001,0.8083447121902341
1002,0.05035148139279188
1003,0.8239712682130643
1004,0.2133054249142831
1005,0.5048142506477611
1006,0.23886867752140126
1007,0.9810783477466077
1008,0.24247667161603398
1009,0.22803549421201508
1010,0.05875019417907942
1011,0.06859916381881218
1012,0.061299784522685814
1013,0.23646492449287218
1014,0.09241102661311372
1015,0.38761031576080024
1016,0.9197975347527214
1017,0.8305466844909446
1018,0.05789447718710754
1019,0.11252459202775546
1020,0.08873045093050291
1021,0.6703755444181103
1022,0.09302748304731392
1023,0.7527403387938136
1024,0.08921171235502408
1025,0.7436482825594968
1026,0.0884193567809407
1027,0.10868301675865331
1028,0.724882058551424
1029,0.055174134822514403
1030,0.04689806810827431
1031,0.2562196240031646
1032,0.08800345076466293
1033,0.7325807709543645
1034,0.26798985296687267
1035,0.2436676095055964
1036,0.9781260346609594
1037,0.08196099921830619
1038,0.07760167561043405
1039,0.9750024560054735
1040,0.09900427402690448
1041,0.04891160937694813
1042,0.9729301164381734
1043,0.09412915985503012
1044,0.09895570038515476
1045,0.9742419861492355
1046,0.060204238587175656
1047,0.08783327175845955
1048,0.82712047439667
1049,0.7019189733282353
1050,0.08896104052801523
1051,0.980920246579275
1052,0.9776704627836492
1053,0.09303461618640733
1054,0.9774644630626167
1055,0.21203486030835772
1056,0.08480962142533857
1057,0.0850841960923206
1058,0.09303461618640733
1059,0.08755732331036453
1060,0.19174157291046723
1061,0.23614494106999287
1062,0.9102275190920274
1063,0.3135112303383604
1064,0.09303461618640733
1065,0.045108800387593066
1066,0.08846764712588578
1067,0.0919914401767144
1068,0.05498257254396032
1069,0.09302748304731392
1070,0.12063867663764315
1071,0.07512362446511937
1072,0.9552835034175616
1073,0.09915725468254999
1074,0.09010113502299065
1075,0.9758678304340359
1076,0.08534123900225725
1077,0.0951136388390329
1078,0.974051053863826
1079,0.9607564138698917
1080,0.07297618662472642
1081,0.7001976855751302
1082,0.6967162440860276
1083,0.08128952885091179
1084,0.9782342661905776
1085,0.12719109433178377
1086,0.09240552433851239
1087,0.1035224260899825
1088,0.09419224575026852
1089,0.22662004563786764
1090,0.2277853610056566
1091,0.0919914401767144
1092,0.6731813119311314
1093,0.937542945380821
1094,0.972063805685931
1095,0.9666396855642357
1096,0.04980353746449252
1097,0.08783327175845955
1098,0.09243494566151818
1099,0.9262349931254004
1100,0.9788962909281601
1101,0.27081495444940556
1102,0.9759456054751195
1103,0.23655018147423593
1104,0.24409848768470335
1105,0.054633610741691895
1106,0.049008020367064344
1107,0.8865428991856432
1108,0.7606763582064147
1109,0.9767126988453744
1110,0.2327765967648097
1111,0.0919914401767144
1112,0.10491214695974928
1113,0.08068896860219023
1114,0.0590845988206123
1115,0.7626777261050575
1116,0.10924867754249007
1117,0.0850841960923206
1118,0.10876125810104208
1119,0.49771736121061283
1120,0.04573461977585597
1121,0.09237729069157305
1122,0.9640148043246408
1123,0.1099548107859285
1124,0.26501123470996424
1125,0.08875256439470407
1126,0.16775670098210926
1127,0.2611835972881032
1128,0.046597823996765736
1129,0.051262288969438824
1130,0.937542945380821
1131,0.7789716006675073
1132,0.10444233179089599
1133,0.07970692596183146
1134,0.7504699853633187
1135,0.10274983758942463
1136,0.07299043104416425
1137,0.9864380568955765
1138,0.0954330000910469
1139,0.08311951321760319
1140,0.08805597742336838
1141,0.0946208243332328
1142,0.22110532988209283
1143,0.9747011732146829
1144,0.9789166329504805
1145,0.9742367159266752
1146,0.6410238476176682
1147,0.24855199796952981
1148,0.23582787508370912
1149,0.05746085458175237
1150,0.9169309441785394
1151,0.2530272504788649
1152,0.2055650510487715
1153,0.10123432059009972
1154,0.21641241619930685
1155,0.18134675942937636
1156,0.06335980099588016
1157,0.050647029699553606
1158,0.09511470985356406
1159,0.08771280707495252
1160,0.0919914401767144
1161,0.054614341572143586
1162,0.7222886093505586
1163,0.10444233179089599
1164,0.7096222422986705
1165,0.9807557505092058
1166,0.9757673114227132
1167,0.09928790311896364
1168,0.8851506350767512
1169,0.08896104052801523
1170,0.9296736290796292
1171,0.0967671500790012
1172,0.08691907388246978
1173,0.19999078811233237
1174,0.8970943102564323
1175,0.82712047439667
1176,0.056494553737252276
1177,0.9228264957008844
1178,0.23432941773248078
1179,0.17610175469776623
1180,0.26930090583568256
1181,0.21290419263489713
1182,0.10165836528844452
1183,0.0934303257877097
1184,0.8131642090111139
1185,0.8608965811326637
1186,0.2694140909415081
1187,0.06163155910130067
1188,0.05705970530125554
1189,0.09915725468254999
1190,0.8900634564238672
1191,0.0850841960923206
1192,0.060423788373428024
1193,0.09839070754733463
1194,0.09534541019948817
1195,0.278472098954496
1196,0.0850841960923206
1197,0.9743460989531331
1198,0.6960516145993513
1199,0.11252459202775546
1200,0.9813483882120856
1201,0.10273653195028457
1202,0.12719109433178377
1203,0.06781297971352643
1204,0.8329168172226398
1205,0.08846764712588578
1206,0.08703708375168512
1207,0.07249768754935024
1208,0.69608848957751
1209,0.07305353250988639
1210,0.1028236643521767
1211,0.868037389623023
1212,0.23028454263350615
1213,0.0850841960923206
1214,0.9068416291540083
1215,0.08071380105792918
1216,0.08863168455946886
1217,0.9151803503746258
1218,0.46679086095063715
1219,0.2232167195486739
1220,0.9778911936661128
1221,0.18151934853612536
1222,0.07955467117329684
1223,0.09345291274824948
1224,0.09914436286039956
1225,0.08762506806239008
1226,0.7319630452272519
1227,0.09477225388461019
1228,0.7319630452272519
1229,0.17157600333355005
1230,0.9773731964665662
1231,0.931730111984201
1232,0.09914436286039956
1233,0.08771280707495252
1234,0.08783327175845955
1235,0.7470190458333412
1236,0.2290696370837751
1237,0.05542610926254237
1238,0.09086788021173775
1239,0.977008145023897
1240,0.6571124481352538
1241,0.08823045736220726
1242,0.10642843527955738
1243,0.891838960063321
1244,0.08417864857174895
1245,0.7556036137797009
1246,0.7134551078848521
1247,0.09434176030573951
1248,0.0850841960923206
1249,0.09049765031639985
1250,0.7822845585633675
1251,0.935397591239908
1252,0.08873571981481194
1253,0.0932008713006106
1254,0.9150323617412898
1255,0.08823045736220726
1256,0.9741533815766075
1257,0.09609544481394205
1258,0.22728432847794214
1259,0.7511291904220709
1260,0.0919914401767144
1261,0.048802484267635525
1262,0.748150064105683
1263,0.2687026629005063
1264,0.9780858144171606
1265,0.7398711582189818
1266,0.6166997106949681
1267,0.9262349931254004
1268,0.0946208243332328
1269,0.22405413817179462
1270,0.9492888859743848
1271,0.7349984175615561
1272,0.203216776349078
1273,0.09541010200639655
1274,0.9260264370206144
1275,0.9035905885181562
1276,0.078978687233563
1277,0.82712047439667
1278,0.9728040742306088
1279,0.09690776772814451
1280,0.9435828898466291
1281,0.07560753391551216
1282,0.8025104800542886
1283,0.2646427552286283
1284,0.9742484742734434
1285,0.09274477747592619
1286,0.10828474564256109
1287,0.09051926982157472
1288,0.1845006235277394
1289,0.7272114135730173
1290,0.9142681113040173
1291,0.9784199186565475
1292,0.09618955155143315
1293,0.9789262404614623
1294,0.0883856795821845
1295,0.8497794803236326
1296,0.07231126381073538
1297,0.12733503587529293
1298,0.9574423750731079
1299,0.053922947291931096
1300,0.058765286382068856
1301,0.09240552433851239
1302,0.08936411492269324
1303,0.730818260381123
1304,0.82712047439667
1305,0.978193544141257
1306,0.7325693309886292
1307,0.31068248299471246
1308,0.7444818143761798
