passengerid,survived
916,0.7925611598562138
917,0.9094915562330923
918,0.8879124199450121
919,0.08209583009001231
920,0.9746079372686887
921,0.8032530314758649
922,0.08683450366249494
923,0.060675075714870255
924,0.3745437475156003
925,0.051875500014367075
926,0.08792925300667334
927,0.016231091289597047
928,0.35411074659120223
929,0.5505012621443977
930,0.09242929667632985
931,0.17180151343260838
932,0.12031410917322545
933,0.044785885939095486
934,0.06150258942235111
935,0.060675075714870255
936,0.06303656615698956
937,0.03201533870297394
938,0.057280885788841
939,0.029352839580525814
940,0.06515285938724358
941,0.11555554423087369
942,0.08748176329283143
943,0.7953449971432348
944,0.3916540535095202
945,0.04751558427327665
946,0.8622564791277381
947,0.8475847156467146
948,0.046265565029222404
949,0.14368309134279122
950,0.4395153472057204
951,0.08691958145588348
952,0.9688000302400439
953,0.026159059316967666
954,0.04766645031658352
955,0.04298126679414183
956,0.043715086107460506
957,0.9783432318118437
958,0.09851009084858746
959,0.984942787727637
960,0.046018017198052104
961,0.026159059316967666
962,0.12339949913096804
963,0.08650019780167803
964,0.05884872287867006
965,0.030967202623054312
966,0.7168275297164565
967,0.024537088867158042
968,0.991807895220349
969,0.085869449586444
970,0.8594163029892978
971,0.9178919349413833
972,0.1660658802077914
973,0.08280407978415559
974,0.046018017198052104
975,0.30757351888233325
976,0.9858633527676053
977,0.45957948293968276
978,0.8895245207831666
979,0.07228610350284856
980,0.08408488797933512
981,0.04301449071899289
982,0.5983445587386433
983,0.782401867925255
984,0.0661790118851922
985,0.9702902611859702
986,0.10354640150057288
987,0.6809368228343534
988,0.8451400797786098
989,0.9015844902916642
990,0.025839592489724197
991,0.5737017467464478
992,0.03231561498766809
993,0.974768248678037
994,0.08280407978415559
995,0.08633559510193452
996,0.34296729110990637
997,0.05136192028660135
998,0.012577276215985716
999,0.5251085561423922
1000,0.4458799864923265
1001,0.9348619510377781
1002,0.03368947955154816
1003,0.8879124199450121
1004,0.39019791206596177
1005,0.32476719863602516
1006,0.13594819210529654
1007,0.9927425619795107
1008,0.4889318401152548
1009,0.19593668699904707
1010,0.046018017198052104
1011,0.028116954087338497
1012,0.046018017198052104
1013,0.12398961935098549
1014,0.08745924556221543
1015,0.1928474077016107
1016,0.9388135403527512
1017,0.9152021492408071
1018,0.044816371971422034
1019,0.08325293764717195
1020,0.06515285938724358
1021,0.8272480067697074
1022,0.08642767424029552
1023,0.7614437391400753
1024,0.07829725302712937
1025,0.755100096383263
1026,0.060675075714870255
1027,0.07797205472123539
1028,0.5864985889525829
1029,0.04301449071899289
1030,0.03368947955154816
1031,0.1601789575071823
1032,0.11645839291798714
1033,0.7584880906632171
1034,0.16096184612067788
1035,0.039134263521495995
1036,0.9917054788814808
1037,0.0685769145281405
1038,0.0426647870765712
1039,0.9916243409435254
1040,0.085869449586444
1041,0.027592786559389567
1042,0.9798872028977503
1043,0.03712159034064368
1044,0.10354640150057288
1045,0.9871198072384578
1046,0.045129795440853444
1047,0.08189748436001086
1048,0.8879124199450121
1049,0.7168275297164565
1050,0.08274577752082052
1051,0.9936462455803492
1052,0.9881292415655616
1053,0.08280407978415559
1054,0.9824325199683621
1055,0.16820777880914853
1056,0.056060521238510776
1057,0.060675075714870255
1058,0.08280407978415559
1059,0.20354084699369757
1060,0.24366930687488586
1061,0.26371116067420697
1062,0.9377210018506927
1063,0.284324063866448
1064,0.08280407978415559
1065,0.026159059316967666
1066,0.17402478464154092
1067,0.085869449586444
1068,0.046018017198052104
1069,0.08642767424029552
1070,0.2113361050049583
1071,0.09832232961869031
1072,0.9755866845234074
1073,0.10354640150057288
1074,0.08691958145588348
1075,0.9819309481742232
1076,0.057280885788841
1077,0.11555554423087369
1078,0.9850090246812339
1079,0.9755866845234074
1080,0.13109775368375146
1081,0.7909875556623132
1082,0.6093894968389577
1083,0.07460358589686801
1084,0.9940286790488042
1085,0.11552587932535908
1086,0.085869449586444
1087,0.08174907364739073
1088,0.085869449586444
1089,0.15236631226201952
1090,0.11355293241301319
1091,0.085869449586444
1092,0.6727990767208076
1093,0.9630961787867012
1094,0.9872581782376464
1095,0.9805850658151241
1096,0.024537088867158042
1097,0.082036674540899
1098,0.08280407978415559
1099,0.9399802640862314
1100,0.9842592981516164
1101,0.23760113904739105
1102,0.9919525901632281
1103,0.39019791206596177
1104,0.25198730497985217
1105,0.026692348906550634
1106,0.024299025684163634
1107,0.8282129540399946
1108,0.8539264049467978
1109,0.9865153172645176
1110,0.16452037826522703
1111,0.085869449586444
1112,0.09595236887991387
1113,0.07446079016048987
1114,0.025533700628162122
1115,0.5841965673233405
1116,0.08408488797933512
1117,0.060675075714870255
1118,0.045157105141093834
1119,0.7425629256292631
1120,0.026159059316967666
1121,0.06470586355381582
1122,0.9461667189980897
1123,0.09595236887991387
1124,0.5174634756699029
1125,0.05581820768660803
1126,0.04235583391646355
1127,0.15381004186209715
1128,0.03522845315910229
1129,0.03054044999447852
1130,0.9630961787867012
1131,0.9012191462568545
1132,0.09851009084858746
1133,0.05035977383890534
1134,0.7666684391174344
1135,0.10354640150057288
1136,0.0426647870765712
1137,0.9955615125578645
1138,0.08691958145588348
1139,0.07446079016048987
1140,0.060675075714870255
1141,0.08745924556221543
1142,0.10425267788182215
1143,0.9873236138166404
1144,0.9920989095746326
1145,0.9854005588477052
1146,0.38759702122735495
1147,0.35855096072615233
1148,0.3636148481420553
1149,0.04301449071899289
1150,0.9444904021112495
1151,0.20470395550021678
1152,0.12031410917322545
1153,0.10358322590043806
1154,0.10743855322559089
1155,0.16388181607245741
1156,0.08532579837769012
1157,0.027354382440070248
1158,0.085869449586444
1159,0.0661790118851922
1160,0.085869449586444
1161,0.015638229199107432
1162,0.6950762735154001
1163,0.09851009084858746
1164,0.7014313718425095
1165,0.9909305143554413
1166,0.9817778240174841
1167,0.09366454006546686
1168,0.9310152970470712
1169,0.08274577752082052
1170,0.9585922732116797
1171,0.09337899704688862
1172,0.06081372188993321
1173,0.15099618525911723
1174,0.946944331767548
1175,0.887365725236935
1176,0.04605165621102576
1177,0.9495311655749119
1178,0.1269872119247823
1179,0.09110260722945276
1180,0.20644977586574814
1181,0.39607506764297395
1182,0.10358322590043806
1183,0.08696787516867961
1184,0.8643312903971367
1185,0.7822714302300575
1186,0.4685894055951668
1187,0.045129795440853444
1188,0.046018017198052104
1189,0.10354640150057288
1190,0.9365605946001021
1191,0.060675075714870255
1192,0.04301449071899289
1193,0.11555554423087369
1194,0.08772887118897575
1195,0.4022519210396022
1196,0.060675075714870255
1197,0.9268532824594621
1198,0.7345415417712851
1199,0.08325293764717195
1200,0.993849596045487
1201,0.10358322590043806
1202,0.11552587932535908
1203,0.03583765939238374
1204,0.914591125276581
1205,0.17402478464154092
1206,0.08557246798328372
1207,0.04383409001244004
1208,0.868456221749151
1209,0.021171228786378046
1210,0.05618443131055174
1211,0.8939982166811561
1212,0.15765964261321386
1213,0.060675075714870255
1214,0.9354255585581611
1215,0.0685769145281405
1216,0.06035646758913555
1217,0.9238328035450992
1218,0.5251085561423922
1219,0.04305145089133512
1220,0.9923702333252009
1221,0.06105541703088667
1222,0.07467618196747317
1223,0.08280407978415559
1224,0.10358322590043806
1225,0.06303656615698956
1226,0.7953449971432348
1227,0.08745924556221543
1228,0.7953449971432348
1229,0.07880664153196426
1230,0.9888139349660053
1231,0.9688000302400439
1232,0.10358322590043806
1233,0.0661790118851922
1234,0.08209583009001231
1235,0.5841965673233405
1236,0.1903217638785227
1237,0.046018017198052104
1238,0.08642767424029552
1239,0.9916299947541886
1240,0.41713796666404224
1241,0.08209583009001231
1242,0.08792925300667334
1243,0.9397099621685351
1244,0.056989816312082935
1245,0.53874445130006
1246,0.6640596257867915
1247,0.08641135955214312
1248,0.060675075714870255
1249,0.048918145765260615
1250,0.8150630388272647
1251,0.9605044331990137
1252,0.08470545806585965
1253,0.08280407978415559
1254,0.9238328035450992
1255,0.08182283084592205
1256,0.9839636893976724
1257,0.08691958145588348
1258,0.1997993748429873
1259,0.5356865497894159
1260,0.085869449586444
1261,0.026159059316967666
1262,0.8554347665313917
1263,0.4685894055951668
1264,0.9922690141273228
1265,0.7941456791181724
1266,0.38799375243183676
1267,0.9399802640862314
1268,0.08745924556221543
1269,0.18021208718150983
1270,0.9702902611859702
1271,0.7482020573155019
1272,0.21193150571212988
1273,0.08280407978415559
1274,0.9399802640862314
1275,0.9108578843635835
1276,0.08581622905176717
1277,0.8879124199450121
1278,0.987661127776438
1279,0.08642767424029552
1280,0.9705335208495283
1281,0.05075943735381495
1282,0.8996318068364831
1283,0.5723109027730265
1284,0.985801062892915
1285,0.11555554423087369
1286,0.09851009084858746
1287,0.08642767424029552
1288,0.15443130939806324
1289,0.7348931864264062
1290,0.9319045757977179
1291,0.9895773042110461
1292,0.08280407978415559
1293,0.9941076912936583
1294,0.06975643972539393
1295,0.8517835461185311
1296,0.04331322150416024
1297,0.1067491299181239
1298,0.913096742095449
1299,0.04301449071899289
1300,0.04596512595777927
1301,0.085869449586444
1302,0.07809117655293547
1303,0.8749074736795491
1304,0.8879124199450121
1305,0.9913330410540399
1306,0.8609149300494426
1307,0.3028542384901676
1308,0.7540054033407217
