passengerid,survived
916,0.778112532479351
917,0.9148547996507761
918,0.8704666549135558
919,0.0742754317064116
920,0.9442464380077099
921,0.8599210244614547
922,0.09554606877918004
923,0.08835846599850918
924,0.4095934749875526
925,0.07686842064260566
926,0.12022540797993307
927,0.03291346353653565
928,0.5917419834478526
929,0.645753668826524
930,0.06747718966229177
931,0.2104273627051482
932,0.14320144545506183
933,0.05701479535334742
934,0.07029436577760693
935,0.08835846599850918
936,0.06966076423205214
937,0.03827135094040142
938,0.07707280722373404
939,0.02928729519390828
940,0.08882840173536899
941,0.09572981407104028
942,0.125105453875048
943,0.7314973421004686
944,0.36446237617439026
945,0.03779966596080703
946,0.8368724359753672
947,0.8145741075490801
948,0.09428999788154199
949,0.19323131877081365
950,0.37037504895381185
951,0.08596456129143577
952,0.9690991972159567
953,0.02340295439909381
954,0.06894044273938435
955,0.05904119312824416
956,0.04292213507455723
957,0.9731321367763994
958,0.1025374495793317
959,0.9783177240504596
960,0.04797798684869147
961,0.02340295439909381
962,0.1569066292877214
963,0.07566958851264902
964,0.0513662101846174
965,0.034955590566576246
966,0.819753709926481
967,0.03692009422606717
968,0.9877339723595129
969,0.08370774459983589
970,0.8356457611707664
971,0.9088556179225505
972,0.2633439691721468
973,0.09572981407104028
974,0.04797798684869147
975,0.31597013932444296
976,0.9837156390573193
977,0.6441339190038023
978,0.8814739337233183
979,0.06298858451930273
980,0.09299423857968742
981,0.045759095970828244
982,0.642001596368686
983,0.8027069799633567
984,0.08592653296504228
985,0.9733291598327712
986,0.10689051405226992
987,0.6275591639500419
988,0.8296650025757439
989,0.8979704125412217
990,0.0351456394202468
991,0.5694878979011505
992,0.0252120447666098
993,0.9806239043104773
994,0.09572981407104028
995,0.07706930706327336
996,0.35000973334770785
997,0.05864234300063162
998,0.029387589973015188
999,0.5841556825947937
1000,0.49614138263469015
1001,0.9100709790438729
1002,0.04191620956833165
1003,0.8704666549135558
1004,0.37868524492194056
1005,0.3285790495409195
1006,0.18341181803581216
1007,0.9907921590309415
1008,0.5014745894375958
1009,0.2002080233130772
1010,0.04797798684869147
1011,0.03599266547976491
1012,0.04797798684869147
1013,0.08017182157001096
1014,0.07658211017944741
1015,0.20377347075314634
1016,0.945752464820433
1017,0.9088711175866099
1018,0.042971216154748325
1019,0.08562561450760485
1020,0.08882840173536899
1021,0.8502026943948454
1022,0.08680060243453112
1023,0.7664579241592024
1024,0.06584709299005444
1025,0.7767113451018104
1026,0.08835846599850918
1027,0.08426010537136092
1028,0.7037397510481308
1029,0.045759095970828244
1030,0.04191620956833165
1031,0.18523382865697732
1032,0.209423209299098
1033,0.7125965007854613
1034,0.15506041380186827
1035,0.03314719768454667
1036,0.9842103745942317
1037,0.053897042070018365
1038,0.04282353759423959
1039,0.9846650569138279
1040,0.08370774459983589
1041,0.02531378905183767
1042,0.9709787335457664
1043,0.055231510805687334
1044,0.10689051405226992
1045,0.9815424543638142
1046,0.03681635403462288
1047,0.07438888695273278
1048,0.8704666549135558
1049,0.819753709926481
1050,0.07483119397563388
1051,0.9912181752132767
1052,0.9801641595276073
1053,0.09572981407104028
1054,0.9666841670730254
1055,0.13166092204850333
1056,0.06742641843090565
1057,0.08835846599850918
1058,0.09572981407104028
1059,0.2527034760893196
1060,0.16117403561259802
1061,0.39098184756989013
1062,0.9524674296070846
1063,0.38745884219289956
1064,0.09572981407104028
1065,0.02340295439909381
1066,0.14916935413580024
1067,0.08370774459983589
1068,0.04797798684869147
1069,0.08680060243453112
1070,0.11554969779446152
1071,0.07090234738741984
1072,0.9773910821150781
1073,0.10689051405226992
1074,0.08596456129143577
1075,0.9732279077497111
1076,0.07707280722373404
1077,0.09572981407104028
1078,0.9566560212758097
1079,0.9773910821150781
1080,0.12697387525687676
1081,0.75903174834249
1082,0.6810110711098091
1083,0.05458819427356775
1084,0.9899045255468257
1085,0.1393569146095272
1086,0.08370774459983589
1087,0.08249729835261013
1088,0.08370774459983589
1089,0.19633034940300922
1090,0.13882087976175936
1091,0.08370774459983589
1092,0.6464428215841767
1093,0.954084210142504
1094,0.9842991436517792
1095,0.9601709788103893
1096,0.03692009422606717
1097,0.0744408126191206
1098,0.09572981407104028
1099,0.9384016591302663
1100,0.9769763270034834
1101,0.27384799926615794
1102,0.9883469121585962
1103,0.37868524492194056
1104,0.25281912536459616
1105,0.04336464193544906
1106,0.022008389499492766
1107,0.8355433471604882
1108,0.8789212330671143
1109,0.9609703123644667
1110,0.14123205763423066
1111,0.08370774459983589
1112,0.09397332238077574
1113,0.06578156275660713
1114,0.025342886060531918
1115,0.6437544619092188
1116,0.09299423857968742
1117,0.08835846599850918
1118,0.07340845155296209
1119,0.719520732717781
1120,0.02340295439909381
1121,0.06343863850546848
1122,0.9525420459755561
1123,0.09253634259106512
1124,0.46797197285242936
1125,0.07815321428193507
1126,0.047588567066900796
1127,0.16633862897587337
1128,0.0413096779273344
1129,0.03844152862217753
1130,0.954084210142504
1131,0.8652273072382293
1132,0.1025374495793317
1133,0.05375056141991606
1134,0.766789302316724
1135,0.10689051405226992
1136,0.04282353759423959
